lon;lat;station_id;station_name;address;elev
24.358593127116684;48.272553615953093;2;Yasinia;Yasinia;646.5
24.205141323591899;48.052984153283099;8;Rakhiv;Rakhiv;531.17
24.207881399517305;48.108142051656458;13;Terentyn;Terentyn;1388
24.4156;48.0588;5;Luhy;Luhy;602.05
24.0056;47.968;26;V. Bychkiv;V. Bychkiv;294.78
24.1103;48.004;27;Kosivska Poliana;Kosivska Poliana;
24.2506;48.3087;42;Drahobrat;Drahobrat;
24.1738;47.9357;48;Dilove;Dilove;
23.8718;47.9372;49;Solotvyno;Solotvyno;
22.82;48.12;18;Tisabech;Tisabech;
22.5;48.0;19;Tivadar;Tivadar;
22.2;48.41;20;Zakhon;Zakhon;92.35
22.31;48.11;21;Vasharoshnamen;Vasharoshnamen;
22.71;47.79;22;Chenher;Chenher;
22.45;47.72;23;Aherdemaior;Aherdemaior;
23.26;48.165;36;Khust;Khust;
23.241368445498214;48.224037527985992;12;Rokosovo;Rokosovo;819
23.575746441238643;48.005051774834527;9;Tiachiv;Tiachiv;208.97
23.25;48.18;4;Kryva;Kryva;154.73
23.9286;48.3301;10;Ust-Chorna;Ust-Chorna;523.86
24.05;48.24;17;Krasna;Krasna;1312
23.7691;48.1144;37;Nerestnytsia;Nerestnytsia;
23.38;48.715;39;N. Studenyi;N. Studenyi;
23.3307;48.6194;40;Zalomysko;Zalomysko;
23.563;48.6723;41;Torun;Torun;
23.3381;48.6704;34;Pylypets;Pylypets;
23.4446;48.5872;35;Repynne;Repynne;
23.5038;48.5269;6;Mizhhiria;Mizhhiria;434.22
23.75;48.5;14;Kolochava retr.;Kolochava retr.;1548
23.6756;48.4066;3;Kolochava;Kolochava;531.17
23.285707076866554;48.366860813723271;1;Dovhe;Dovhe;168.35
22.85;48.26;28;Nyzhni Remety;Nyzhni Remety;
22.9632;48.6126;31;Poliana;Poliana;
23.099;48.794;38;N. Vorota;N. Vorota;
23.020972195522688;48.743408344607161;15;Pidpolozzia;Pidpolozzia;356.54
22.94;48.54;16;Svaliava;Svaliava;190
23.196798040106572;48.666636406873032;7;Plai;Plai;1343
22.7161;48.4431;33;Mukachevo;Mukachevo;
22.25;48.45;46;Chop;Chop;
22.5148;48.7341;43;Simer;Simer;
22.5;48.77;44;Zarichevo;Zarichevo;
22.5536;48.9053;45;Yavornyk;Yavornyk;
22.3;48.6214;11;Uzhhorod;Uzhhorod;112.38
22.7997;48.6988;32;T. Poliana;T. Poliana;
22.4651;48.8973;29;V. Bereznyi;V. Bereznyi;
22.6293;48.9894;30;Zhornava;Zhornava;
22.6054;48.8586;25;Chornoholova;Chornoholova;255.09
22.26122418527542;48.633270096463541;33631;Uzhhorod;Uzhhorod;112.38
22.4651;48.8973;33514;V. Bereznyi;V. Bereznyi;
22.633;48.217;33634;Berehovo;Berehovo;
23.198087539232151;48.667525751838248;33515;Plai;Plai;1343
23.26;48.165;33638;Khust;Khust;
23.5038;48.5269;33633;Mizhhiria;Mizhhiria;434.22
24.205141323591889;48.052984153283113;33647;Rakhiv;Rakhiv;531.17
23.099;48.794;33517;N. Vorota;N. Vorota;
23.375459506612515;48.712945435014433;33518;N. Studenyi;N. Studenyi;
